[21.03.2016 | 23:06:58] Talorin.Goldberry: Welche Partei ist die AFV?
[22.03.2016 | 16:30:52] Matze.Gamingtv: Vll wollten die damals Medic und Feuerwehr zusammen bauen als Rescus
[22.03.2016 | 16:30:58] Talorin.Goldberry: Wie exo
[22.03.2016 | 16:31:05] Matze.Gamingtv: Ja
[22.03.2016 | 16:31:48] Talorin.Goldberry: Könnten wir ja auch machen
[22.03.2016 | 16:31:54] Matze.Gamingtv: Ihr
[22.03.2016 | 16:32:11] Talorin.Goldberry: ich bin sowieso Fan von Helfen und Feuerwehr undso
[22.03.2016 | 16:32:23] Matze.Gamingtv: Anklicken
[22.03.2016 | 16:34:19] Talorin.Goldberry: spam
[22.03.2016 | 16:34:19] Talorin.Goldberry: ( ͡° ͜ʖ ͡°)
[22.03.2016 | 16:38:41] /me Marcel.Zockerhd: verwendet sein Verbandszeug.
[22.03.2016 | 16:39:10] /me Marcel.Zockerhd: verwendet sein Verbandszeug.
[22.03.2016 | 16:42:20] /me Florian.Mrpacman: verwendet sein Reparatur Kit.
[22.03.2016 | 16:43:31] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:43:37] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:44:55] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:44:57] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:45:04] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:45:05] /me Matze.Gamingtv: verwendet seinen Ersatzreifen.
[22.03.2016 | 16:45:11] /me Marcel.Zockerhd: verwendet sein Verbandszeug.
[22.03.2016 | 16:45:18] /me Florian.Mrpacman: verwendet sein Reparatur Kit.
[22.03.2016 | 19:37:20] Marcel.Zockerhd: flo
[22.03.2016 | 19:38:24] Florian.Mrpacman: ey marcel
[22.03.2016 | 19:38:39] Florian.Mrpacman: lass mal versuchen ein heli zu kaufen 
[22.03.2016 | 19:39:55] Florian.Mrpacman: ich weiss
[22.03.2016 | 19:40:48] Florian.Mrpacman: weil ich nur dann ein heli kaufen darf
[22.03.2016 | 19:41:23] Florian.Mrpacman: komm mal mit
[22.03.2016 | 19:41:54] Marcel.Zockerhd: radio ?
[22.03.2016 | 19:42:46] Marcel.Zockerhd: das puizei auto wackelt it sein arsch
[22.03.2016 | 19:43:44] Marcel.Zockerhd: was machst du
[22.03.2016 | 19:43:54] Marcel.Zockerhd: das lied ist nice was leuft
[22.03.2016 | 19:44:25] Florian.Mrpacman: nein nimm denn anderen
[22.03.2016 | 19:44:27] Marcel.Zockerhd: wiso neu?
[22.03.2016 | 19:44:38] Florian.Mrpacman: ja für dich ein und für mich ein
[22.03.2016 | 19:45:15] Marcel.Zockerhd: wie bekomme ich das kapute heile und wieso ich und ich habe den schlüssel nicht
[22.03.2016 | 19:46:53] Florian.Mrpacman: ich lasse beide autos offen
[22.03.2016 | 19:46:58] Marcel.Zockerhd: heile ? und schlüssel
[22.03.2016 | 19:47:04] Marcel.Zockerhd: heile?
[22.03.2016 | 19:47:32] Florian.Mrpacman: junge
[22.03.2016 | 19:47:42] Marcel.Zockerhd: was
[22.03.2016 | 19:48:10] Marcel.Zockerhd:  habe nur noch 4 balken  tank
[22.03.2016 | 19:48:20] Florian.Mrpacman: das reicht voll kommen
[22.03.2016 | 19:48:28] Florian.Mrpacman: geh mal raus
[22.03.2016 | 19:49:33] Marcel.Zockerhd: hahahah meine ma guck grade jeje
[22.03.2016 | 19:49:53] Florian.Mrpacman: komm mal raus
[22.03.2016 | 19:50:53] Marcel.Zockerhd: was machst du
[22.03.2016 | 19:51:26] Florian.Mrpacman: das schwarze auto gehört dir
[22.03.2016 | 19:51:41] Florian.Mrpacman: nicht das
[22.03.2016 | 19:52:09] Marcel.Zockerhd: ok danke gib mal bitte den schlüssel
[22.03.2016 | 19:52:23] Marcel.Zockerhd: wie hast du das gemacht
[22.03.2016 | 19:52:46] Florian.Mrpacman: egal
[22.03.2016 | 19:53:47] /me Marcel.Zockerhd: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[22.03.2016 | 19:53:57] Florian.Mrpacman: der andere wird verkauft
[22.03.2016 | 19:54:15] /me Marcel.Zockerhd: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[22.03.2016 | 19:55:44] Marcel.Zockerhd: die musik hat muvin gesungen richtiger opfer
[22.03.2016 | 19:56:40] Marcel.Zockerhd: wan bekomme ich mein erstes gelt
[22.03.2016 | 19:58:06] Florian.Mrpacman: geh mall off duty
[22.03.2016 | 19:58:43] Marcel.Zockerhd: was ist of duty
[22.03.2016 | 20:00:04] Marcel.Zockerhd:  der wn blinker ist verbukt
[22.03.2016 | 20:00:14] Florian.Mrpacman: wir dürfen nicht mehr so viel geld ausgeben
[22.03.2016 | 20:00:36] Florian.Mrpacman: erstmal wieder was bekommen
[22.03.2016 | 20:00:37] Marcel.Zockerhd: ich habe garnichs ausgegeben
[22.03.2016 | 20:01:05] Florian.Mrpacman: ich weiss aber wir müssen uns jetzt mit denn auto recht fertigen
[22.03.2016 | 20:01:16] Florian.Mrpacman: das heist teilen
[22.03.2016 | 20:01:33] Marcel.Zockerhd: ok komm mit
[22.03.2016 | 20:01:40] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[22.03.2016 | 20:01:51] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[22.03.2016 | 20:02:03] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[22.03.2016 | 20:02:13] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[22.03.2016 | 20:02:29] Florian.Mrpacman: ne ich regel hier alles
[22.03.2016 | 20:02:40] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[22.03.2016 | 20:02:40] Marcel.Zockerhd: komm doch mal mit
[22.03.2016 | 20:03:07] Marcel.Zockerhd: ich will ein taxi holen
[22.03.2016 | 20:04:22] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[22.03.2016 | 20:04:31] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[22.03.2016 | 20:04:40] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[22.03.2016 | 20:10:53] Florian.Mrpacman: nicht mit dem taxi auf das gelände
[22.03.2016 | 20:12:23] Florian.Mrpacman: junge
[22.03.2016 | 20:12:28] Florian.Mrpacman: runter
[22.03.2016 | 20:12:50] Marcel.Zockerhd: randalirung
[22.03.2016 | 20:15:38] Marcel.Zockerhd: ich were um sons gefahren :D
[22.03.2016 | 20:17:08] Marcel.Zockerhd: ups
[22.03.2016 | 20:20:52] Marcel.Zockerhd: was machst du
[22.03.2016 | 20:21:14] Florian.Mrpacman: noch einmal so ne kacke und du fliegst
[22.03.2016 | 20:21:33] Marcel.Zockerhd: nach rus land mit alex?
[22.03.2016 | 20:21:39] Florian.Mrpacman: junge
[22.03.2016 | 20:21:44] Marcel.Zockerhd: und warum drohst du immer damit
[22.03.2016 | 20:26:55] Florian.Mrpacman: marcel
[22.03.2016 | 20:27:10] Florian.Mrpacman: marcel
[22.03.2016 | 20:27:20] Marcel.Zockerhd: ja
[22.03.2016 | 20:27:29] Florian.Mrpacman: marcel
[22.03.2016 | 20:27:57] Florian.Mrpacman: marcel
[22.03.2016 | 20:28:13] Marcel.Zockerhd: wir haben besuch flo
[22.03.2016 | 20:28:23] Florian.Mrpacman: hör auf mit sachen über das gelände zu heizen die hier nichts zu suchen haben
[22.03.2016 | 20:28:33] Marcel.Zockerhd: und ich kann nicht mer über y schreiben
[22.03.2016 | 20:28:42] Florian.Mrpacman: fahrrad taxi und so ein müll
[22.03.2016 | 20:28:49] Florian.Mrpacman: und hör auf das was ich sage
[22.03.2016 | 20:29:35] Marcel.Zockerhd: ok papa ich wolte nur mein neues fahrat aus probiren
[22.03.2016 | 20:29:53] Florian.Mrpacman: junge ich mein das ernst
[22.03.2016 | 20:30:19] Marcel.Zockerhd: ja man kapirst du kein spass
[22.03.2016 | 20:30:25] Florian.Mrpacman: doch
[22.03.2016 | 20:30:36] Florian.Mrpacman: aber wenn dein taxi explodietrt
[22.03.2016 | 20:30:41] Florian.Mrpacman: explodiert
[22.03.2016 | 20:30:59] Florian.Mrpacman: dann wären 80k rausgeworfen
[22.03.2016 | 20:34:23] Marcel.Zockerhd: darf ich das auto auf die rape parken weil ich will auch wissen wie ich das fahren kann und verk
[22.03.2016 | 20:34:36] Florian.Mrpacman: NEIN
[22.03.2016 | 20:34:57] Florian.Mrpacman: das machen wir mit einem test auto
[22.03.2016 | 20:35:03] Marcel.Zockerhd: dan gehe ich off weil mir ist langweilig und gucke jetz tv
[22.03.2016 | 20:35:16] Florian.Mrpacman: dann mach
[22.03.2016 | 20:35:29] Marcel.Zockerhd: ok bis morgen bye
[22.03.2016 | 20:35:44] Marcel.Zockerhd: oder bleibe noch 10 min
[22.03.2016 | 20:36:50] Florian.Mrpacman: ey
[22.03.2016 | 20:37:20] Florian.Mrpacman: vergiss nicht das auto zurück zu bringen bevor du off gehst
[22.03.2016 | 20:37:30] Florian.Mrpacman: nein
[22.03.2016 | 20:37:34] Florian.Mrpacman: hör auf
[22.03.2016 | 20:37:40] Marcel.Zockerhd: musik
[22.03.2016 | 20:37:45] Florian.Mrpacman: bring das auto zurück wenn du off gehst
[22.03.2016 | 20:37:52] Florian.Mrpacman: da wo es stand
[22.03.2016 | 20:37:56] Marcel.Zockerhd: ok
[22.03.2016 | 20:38:28] Marcel.Zockerhd: hast du immer angst das ich das kaput mache 1
[22.03.2016 | 20:39:46] Florian.Mrpacman: nein 
[22.03.2016 | 20:39:58] Marcel.Zockerhd: anscheind doch
[22.03.2016 | 20:40:13] Florian.Mrpacman: aber wenn du es nicht zurück bringst dann gibt es das auto nicht mehr
[22.03.2016 | 20:40:23] Florian.Mrpacman: und das kostet geld
[22.03.2016 | 20:40:32] Marcel.Zockerhd: junge du bist nicht mein vater 
[22.03.2016 | 20:40:46] Florian.Mrpacman: naund aber mein unternehmen 
[22.03.2016 | 20:40:53] Marcel.Zockerhd: ich bin nicht dof das ist ein realife sever
[22.03.2016 | 20:41:07] Florian.Mrpacman: und wenn du dich nicht an regeln hältst muss ich dich rauswerfen
[22.03.2016 | 20:41:38] Florian.Mrpacman: du kannst rumfahren aber du musst es nur zurück bringen
[22.03.2016 | 20:41:52] Marcel.Zockerhd: ja ist mir ja klar 
[22.03.2016 | 20:42:12] Florian.Mrpacman: und das mit denn verkaufen ist schwer
[22.03.2016 | 20:42:14] Marcel.Zockerhd: warte
[22.03.2016 | 20:42:31] Florian.Mrpacman: du musst ein gefühl dafür haben
[22.03.2016 | 20:43:25] Marcel.Zockerhd: habe ich
[22.03.2016 | 20:44:00] Florian.Mrpacman: zum beispiel nach wert gucken wenn da einer kommt mit einem tampa und der denn für 20000k 
[22.03.2016 | 20:44:20] Florian.Mrpacman: verkaufen will bei uns dan einfach nein sagen weil das viel zu viel ist
[22.03.2016 | 20:50:16] Florian.Mrpacman: willst du kein auto für privat bedarf haben#
[22.03.2016 | 20:50:31] Marcel.Zockerhd: doch
[22.03.2016 | 20:50:35] Florian.Mrpacman: das dürftest du auch hier parken
[22.03.2016 | 20:50:52] Marcel.Zockerhd: ok soll ich mir jetz eins kaufen?
[22.03.2016 | 20:51:03] Florian.Mrpacman: willst du ein auto von uns haben also gekauft ?
[22.03.2016 | 20:51:15] Florian.Mrpacman: oder neu wagen
[22.03.2016 | 20:52:26] Marcel.Zockerhd: las das  so machen er wagen gehört jetz uns beiden und der erste der das schrottet muss ein neue
[22.03.2016 | 20:52:48] Florian.Mrpacman: der kann nicht explodieren
[22.03.2016 | 20:53:01] Marcel.Zockerhd: wiso
[22.03.2016 | 20:53:02] Florian.Mrpacman: ja dann chill
[22.03.2016 | 20:53:32] Florian.Mrpacman: weil es jetzt dem car4you gehört
[22.03.2016 | 20:53:49] Marcel.Zockerhd: hä also firma
[22.03.2016 | 20:53:52] Florian.Mrpacman: dein taxi ist explodiert weil das kein unternehm fahrzeug war
[22.03.2016 | 20:54:12] Florian.Mrpacman: ja das auto gehört jetzt der firma
[22.03.2016 | 20:54:40] Marcel.Zockerhd: und wen ich mir jetz auch eins kaufe kann ich das auch machen?
[22.03.2016 | 20:54:58] Florian.Mrpacman: ja zur firma tuhen 
[22.03.2016 | 20:55:07] Florian.Mrpacman: das es der firma gehört
[22.03.2016 | 20:55:09] Marcel.Zockerhd: ok komm steig ein
[22.03.2016 | 20:55:21] Marcel.Zockerhd: oder muss ich mich um zihen
[22.03.2016 | 20:55:29] Florian.Mrpacman: n
[22.03.2016 | 20:55:31] Florian.Mrpacman: ne
[22.03.2016 | 20:55:39] Marcel.Zockerhd: ok 
[22.03.2016 | 20:56:00] Florian.Mrpacman: willst du jetzt ein auto für die firma kaufen =
[22.03.2016 | 20:56:01] Florian.Mrpacman: ?
[22.03.2016 | 20:56:14] Marcel.Zockerhd: ja
[22.03.2016 | 20:56:30] Florian.Mrpacman: du musst das nicht mit deim geld bezahlen
[22.03.2016 | 20:56:37] Florian.Mrpacman: aber wenn du willst
[22.03.2016 | 20:56:39] Florian.Mrpacman: mach
[22.03.2016 | 20:57:04] Marcel.Zockerhd: ne ohne muss ich mich um zihen?
[22.03.2016 | 20:57:18] Florian.Mrpacman: ne
[22.03.2016 | 20:57:39] Marcel.Zockerhd: ok
[22.03.2016 | 20:58:05] Marcel.Zockerhd: wie mache ich das
[22.03.2016 | 20:58:17] Florian.Mrpacman: du musst geld hollen
[22.03.2016 | 20:58:30] Florian.Mrpacman: wv hast du dabei
[22.03.2016 | 20:58:31] Marcel.Zockerhd: dan kaufe ich das ja selber
[22.03.2016 | 20:59:28] Marcel.Zockerhd: wie viel muss ich holen
[22.03.2016 | 20:59:39] Florian.Mrpacman: was für ein auto willst du
[22.03.2016 | 20:59:52] Marcel.Zockerhd: das schnelste?
[22.03.2016 | 21:00:05] Marcel.Zockerhd: oder ne das grose
[22.03.2016 | 21:00:07] Florian.Mrpacman: kannst du dir nicht leisten
[22.03.2016 | 21:00:25] Marcel.Zockerhd: hääää ich will das net bezahlen
[22.03.2016 | 21:00:36] Florian.Mrpacman: musst du
[22.03.2016 | 21:00:46] Marcel.Zockerhd: komm mit
[22.03.2016 | 21:01:06] Florian.Mrpacman: was willst du achen
[22.03.2016 | 21:01:08] Florian.Mrpacman: machen
[22.03.2016 | 21:01:12] Marcel.Zockerhd: off
[22.03.2016 | 21:01:21] Marcel.Zockerhd: mache ich morgen
[22.03.2016 | 21:01:28] Florian.Mrpacman: dann helfe ich dir
[22.03.2016 | 21:02:09] Marcel.Zockerhd: ok
[22.03.2016 | 21:02:33] Marcel.Zockerhd: bis morgen
[22.03.2016 | 21:02:37] Florian.Mrpacman: bye
[23.03.2016 | 02:31:51] /me Ben.Akaisda: zeigt seinen Personalausweiß.
[23.03.2016 | 02:32:07] /me Ben.Akaisda: verwendet sein Verbandszeug.
[23.03.2016 | 02:45:33] Matze.Gamingtv: /autoabgeben
[23.03.2016 | 02:45:46] Matze.Gamingtv: /autoanfirma
[23.03.2016 | 13:14:42] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[23.03.2016 | 13:14:53] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[23.03.2016 | 13:14:59] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[23.03.2016 | 13:15:17] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Towtruck) geöffnet.
[23.03.2016 | 13:16:39] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Towtruck) geöffnet.
[23.03.2016 | 13:16:56] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Huntley) geöffnet.
[23.03.2016 | 13:17:56] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Towtruck) geöffnet.
[23.03.2016 | 13:18:16] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Tampa) geöffnet.
[23.03.2016 | 15:55:07] Matze.Gamingtv: Also InterTrans
[23.03.2016 | 15:55:12] Ryan.McMillen: jaa?
[23.03.2016 | 15:55:37] Matze.Gamingtv: Dann solltest du normal in das Firmen Konto kommen
[23.03.2016 | 15:56:13] Ryan.McMillen: Ah okey danke
[23.03.2016 | 15:56:22] Matze.Gamingtv: Hoffe ich zumindest
[23.03.2016 | 15:56:24] Matze.Gamingtv: :D
[23.03.2016 | 15:56:26] Ryan.McMillen: haha :D
[23.03.2016 | 15:58:57] Matze.Gamingtv: Schon getestet?
[23.03.2016 | 15:59:02] Ryan.McMillen: nein xD
[23.03.2016 | 15:59:06] Ryan.McMillen: mach ich dann
[23.03.2016 | 15:59:26] Matze.Gamingtv: Wäre schön wenn du es machen könntest dann kann ich mich an das nexste Problem legen
[23.03.2016 | 15:59:33] Ryan.McMillen: fahre hin
[23.03.2016 | 16:00:34] Ryan.McMillen: Kein zugriff
[23.03.2016 | 16:00:41] Matze.Gamingtv: Einen moment
[23.03.2016 | 16:02:02] Matze.Gamingtv: Versuch mal Trucker
[23.03.2016 | 16:02:23] Ryan.McMillen: jo geht
[23.03.2016 | 16:02:57] Matze.Gamingtv: Wie viel drauf?
[23.03.2016 | 16:03:06] Matze.Gamingtv: Wegen Überprüfung
[23.03.2016 | 16:03:13] Ryan.McMillen: mom
[23.03.2016 | 16:03:20] Ryan.McMillen: 50k
[23.03.2016 | 16:03:34] Matze.Gamingtv: Dann ist falsch, Müssen 502k
[23.03.2016 | 16:03:46] Matze.Gamingtv: Dann ist falsch, Müssen 502k
[23.03.2016 | 16:03:49] Ryan.McMillen: Oh
[23.03.2016 | 16:03:51] Ryan.McMillen: Sind
[23.03.2016 | 16:03:53] Ryan.McMillen: 502k :D
[23.03.2016 | 16:03:57] Ryan.McMillen: sorry verlesen
[23.03.2016 | 16:03:59] Matze.Gamingtv: Ok, Dann stimmts doch dann gehts
[23.03.2016 | 16:04:09] Matze.Gamingtv: Damit kannst jetzt Fahrzeuge kaufen
[23.03.2016 | 16:04:13] Matze.Gamingtv: Nicht mehr mit dein Geld
[23.03.2016 | 16:04:14] Ryan.McMillen: Nice okey danke
[23.03.2016 | 16:04:16] Matze.Gamingtv: KD
[23.03.2016 | 16:04:24] Ryan.McMillen: mach ich nachher :P
[23.03.2016 | 16:04:25] Ryan.McMillen: danke
[23.03.2016 | 16:06:52] Matze.Gamingtv: Hey
[23.03.2016 | 16:07:59] Matze.Gamingtv: Habs jetzt rausgefunden
[23.03.2016 | 16:08:06] Matze.Gamingtv: Wie man auf das Unternehmen Konto kommt
[23.03.2016 | 16:08:20] Talorin.Goldberry: Okay. Und wie?
[23.03.2016 | 16:08:32] Matze.Gamingtv: Klick den Bankautomarten an
[23.03.2016 | 16:08:35] Matze.Gamingtv: Schreib als Namen
[23.03.2016 | 16:08:38] Matze.Gamingtv: Krankenhaus
[23.03.2016 | 16:08:54] Talorin.Goldberry: Ok
[23.03.2016 | 16:09:07] Matze.Gamingtv: Mit dem Geld kannst du dann die Medic Fahrzeuge Kaufen
[23.03.2016 | 16:09:10] Matze.Gamingtv: Und Feuerwehr
[23.03.2016 | 16:09:50] Matze.Gamingtv: Kaufen
[23.03.2016 | 16:10:03] Talorin.Goldberry: das ist mein 2. Account wo grad connectet
[23.03.2016 | 16:10:48] Matze.Gamingtv: Viel Spaß
[23.03.2016 | 19:18:11] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Voodoo) geöffnet.
[23.03.2016 | 21:25:52] Matze.Gamingtv: Gehts?
[23.03.2016 | 21:25:58] Matze.Gamingtv: Also Hast deine Autos
[23.03.2016 | 21:26:14] Florian.Mrpacman: also meinst du über das j menü ?=
[23.03.2016 | 21:26:18] Matze.Gamingtv: Ja
[23.03.2016 | 21:26:29] Florian.Mrpacman: ja
[23.03.2016 | 21:26:32] Matze.Gamingtv: Ok
[23.03.2016 | 21:26:43] Matze.Gamingtv: Sonst war nur der Schranken Fehler?
[23.03.2016 | 21:26:54] Florian.Mrpacman: jup
[23.03.2016 | 21:26:57] Matze.Gamingtv: Ok
[23.03.2016 | 21:29:02] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Voodoo) geöffnet.
[23.03.2016 | 21:29:04] Matze.Gamingtv: komm
[23.03.2016 | 21:30:08] Florian.Mrpacman: oha wie billig
[23.03.2016 | 21:30:14] Matze.Gamingtv: Kauf
[23.03.2016 | 21:32:20] Florian.Mrpacman: kann ich die autos später abhollen =
[23.03.2016 | 21:32:22] Florian.Mrpacman: ?
[23.03.2016 | 21:33:39] Matze.Gamingtv: Maxi
[23.03.2016 | 21:34:03] Matze.Gamingtv: Drück B dann kannst im L-OOC Chat schreiben
[23.03.2016 | 21:41:18] Talorin.Goldberry: Ja das mach ich. Die Lieferungen
[23.03.2016 | 21:43:49] /me Matze.Gamingtv: verwendet sein Radio.
[23.03.2016 | 21:50:25] Matze.Gamingtv: Danks
[23.03.2016 | 21:50:55] Matze.Gamingtv: Danke dir
[23.03.2016 | 21:53:03] Talorin.Goldberry: Ok
[23.03.2016 | 21:57:00] Matze.Gamingtv: xD
[23.03.2016 | 21:57:37] /me Florian.Mrpacman: hat einen Kofferraum (Fahrzeug: Bobcat) geöffnet.
[23.03.2016 | 22:04:11] Talorin.Goldberry: Oje
[23.03.2016 | 22:04:33] Talorin.Goldberry: hm
[23.03.2016 | 22:05:30] Talorin.Goldberry: aso
[23.03.2016 | 22:05:39] Matze.Gamingtv: Komm mal her
[23.03.2016 | 22:07:14] Talorin.Goldberry: Werd ich noch gebraucht für Lieferungen?
[23.03.2016 | 22:09:24] Matze.Gamingtv: Ok?
[23.03.2016 | 22:09:27] Talorin.Goldberry: Ja
[23.03.2016 | 22:09:29] Talorin.Goldberry: Danke
[23.03.2016 | 22:09:31] Matze.Gamingtv: KD
[23.03.2016 | 22:09:58] Matze.Gamingtv: Ich trag dich noch in der liste
[23.03.2016 | 22:10:08] Matze.Gamingtv: Damit man sie bestellen kann
[23.03.2016 | 22:10:21] Matze.Gamingtv: brauchst du sonst noch welche fahrzeuge?
[23.03.2016 | 22:10:26] Talorin.Goldberry: Grade nicht
[23.03.2016 | 22:10:28] Matze.Gamingtv: Für Medic ?
[23.03.2016 | 22:10:33] Talorin.Goldberry: Die sind in der Base
[23.03.2016 | 22:10:38] Matze.Gamingtv: Meinte den Großen
[23.03.2016 | 22:10:43] Matze.Gamingtv: Ambulance
[23.03.2016 | 22:10:47] Talorin.Goldberry: Da noch 3 o. 4 Ja
[23.03.2016 | 22:27:56] Matze.Gamingtv: Ihr komm
[23.03.2016 | 22:28:34] Talorin.Goldberry: Die Firma dankt
[23.03.2016 | 22:28:41] Matze.Gamingtv: kd
[23.03.2016 | 22:29:20] Talorin.Goldberry: Ich Blödmann hab die Fahrzeuge der falschen firma zugeordnet glaub ich... Muss ich per Hand
[23.03.2016 | 22:29:22] Talorin.Goldberry: in DB machen
[23.03.2016 | 22:29:35] Talorin.Goldberry: 3 LFs
[23.03.2016 | 22:30:58] Talorin.Goldberry: Hier wo ich steh hin
[23.03.2016 | 22:31:11] Talorin.Goldberry: 1 Platz Frei immer.
[23.03.2016 | 22:31:12] Talorin.Goldberry: Genau
[23.03.2016 | 22:32:58] Talorin.Goldberry: hmm
[23.03.2016 | 22:33:13] Matze.Gamingtv: Muss noch die ID rein
[23.03.2016 | 22:42:58] Talorin.Goldberry: ...
[23.03.2016 | 22:59:24] Ben.Akaisda: 7AD
[23.03.2016 | 23:05:51] Talorin.Goldberry: Verarschen
[23.03.2016 | 23:05:52] Matze.Gamingtv: Bisal nach vorne
[23.03.2016 | 23:06:24] Matze.Gamingtv: Sirene aus
[23.03.2016 | 23:06:26] Matze.Gamingtv: Aber dalle
[23.03.2016 | 23:06:46] Matze.Gamingtv: Feuerlöscher
[23.03.2016 | 23:07:06] Matze.Gamingtv: Richtig
[23.03.2016 | 23:08:14] Matze.Gamingtv: checktuev
[23.03.2016 | 23:08:19] Talorin.Goldberry: checktuev
[23.03.2016 | 23:28:06] /me Talorin.Goldberry: verwendet sein Radio.
[23.03.2016 | 23:28:25] /me Talorin.Goldberry: verwendet sein Radio.
[23.03.2016 | 23:34:17] Talorin.Goldberry: Nein
[23.03.2016 | 23:38:42] Talorin.Goldberry: lsjd
[24.03.2016 | 09:01:40] /me Ryan.McMillen: isst eine Wurstsemmel.
[24.03.2016 | 09:01:42] /me Ryan.McMillen: isst eine Wurstsemmel.
[24.03.2016 | 21:15:40] /me Matze.Gamingtv: zeigt seinen Personalausweiß.
[24.03.2016 | 21:49:30] Matze.Gamingtv: /autoanfirma
[24.03.2016 | 21:50:18] Matze.Gamingtv: /autoanfirma
[24.03.2016 | 21:50:59] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Police LS) geöffnet.
[24.03.2016 | 21:51:10] /me Matze.Gamingtv: hat einen Kofferraum (Fahrzeug: Police LS) geöffnet.
[24.03.2016 | 21:52:20] Matze.Gamingtv: fskin
[24.03.2016 | 21:56:53] Matze.Gamingtv: sende Matze.Gamingtv 200
[24.03.2016 | 21:57:45] Matze.Gamingtv: ./autoanfirma
[24.03.2016 | 22:01:12] Matze.Gamingtv: rtwlicht
[24.03.2016 | 23:13:59] /me Ben.Akaisda: hat einen Kofferraum (Fahrzeug: Elegy) geöffnet.
[25.03.2016 | 00:31:12] /me Matze.Gamingtv: verwendet sein Verbandszeug.
[25.03.2016 | 00:31:19] /me Ben.Akaisda: verwendet sein Verbandszeug.
[26.03.2016 | 18:21:51] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:22:09] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:22:53] /me Florian.Mrpacman: nimmt eine Duchifal Tablette.
[26.03.2016 | 18:23:48] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:24:14] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:24:59] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:26:31] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 18:26:48] /me Florian.Mrpacman: verwendet sein Radio.
[26.03.2016 | 20:36:36] /me Florian.Mrpacman: verwendet sein Reparatur Kit.
[26.03.2016 | 20:38:39] Matze.Gamingtv: a wo du nicht bist
[26.03.2016 | 20:38:40] Matze.Gamingtv: Da
[26.03.2016 | 20:39:48] Matze.Gamingtv: Kauf da neuen
[26.03.2016 | 20:40:28] Matze.Gamingtv: Die sind für dein Unternehmen
[26.03.2016 | 20:41:48] Florian.Mrpacman: omg mein scheiss wlan fickt mich grade alter
[26.03.2016 | 20:42:13] Matze.Gamingtv: Starte doch neu
[26.03.2016 | 20:42:19] Florian.Mrpacman: hab ich schon 3 mal
[26.03.2016 | 20:42:22] Matze.Gamingtv: Pc und Internet
[26.03.2016 | 20:42:33] Florian.Mrpacman: dann warte kurz
[26.03.2016 | 20:54:47] Florian.Mrpacman: hallo
[26.03.2016 | 20:54:58] Florian.Mrpacman: wlan läuft wie butter
[26.03.2016 | 20:55:30] Matze.Gamingtv: jup
[26.03.2016 | 20:55:47] Florian.Mrpacman: lol das admin auto XD
